timestamp,machine_id,temperature,vibration,power_usage,runtime_hours
2025-06-18 16:00:00,M02,69.76,0.35,150.34,6.93
2025-06-18 17:00:00,M02,69.63,0.22,158.31,6.05
2025-06-18 18:00:00,M02,70.42,0.43,146.66,6.46
2025-06-18 19:00:00,M02,69.19,0.66,127.31,9.67
2025-06-18 20:00:00,M02,68.1,0.79,141.87,6.22
2025-06-18 21:00:00,M02,71.31,0.96,168.64,7.2
2025-06-18 22:00:00,M02,68.07,0.5,129.71,8.04
2025-06-18 23:00:00,M02,79.98,0.68,137.71,6.01
2025-06-19 00:00:00,M02,80.01,0.87,169.2,6.22
2025-06-19 01:00:00,M02,74.32,0.3,163.82,8.36
2025-06-19 02:00:00,M02,62.8,0.27,165.56,6.44
2025-06-19 03:00:00,M02,75.04,0.36,172.93,6.5
2025-06-19 04:00:00,M02,68.99,0.33,163.16,7.91
2025-06-19 05:00:00,M02,72.98,0.62,165.05,7.55
2025-06-19 06:00:00,M02,67.76,0.4,121.99,6.62
2025-06-19 07:00:00,M02,70.31,0.95,181.05,8.14
2025-06-19 08:00:00,M02,84.93,0.43,157.31,8.96
2025-06-19 09:00:00,M02,72.76,0.27,149.56,6.03
2025-06-19 10:00:00,M02,70.44,0.99,143.56,7.66
2025-06-19 11:00:00,M02,63.1,0.74,159.23,8.21
2025-06-19 12:00:00,M02,70.47,0.33,178.3,7.79
2025-06-19 13:00:00,M02,66.05,0.86,148.69,9.37
2025-06-19 14:00:00,M02,73.99,0.7,144.23,9.28
2025-06-19 15:00:00,M02,73.95,0.41,162.62,8.11
2025-06-19 16:00:00,M02,67.71,0.74,145.73,7.04
2025-06-19 17:00:00,M02,70.51,0.28,135.56,9.86
2025-06-19 18:00:00,M02,75.08,0.83,150.47,9.14
2025-06-19 19:00:00,M02,73.15,0.85,133.82,8.72
2025-06-19 20:00:00,M02,72.38,0.35,130.46,6.09
2025-06-19 21:00:00,M02,79.15,0.74,141.35,9.19
2025-06-19 22:00:00,M02,67.55,0.84,166.07,8.53
2025-06-19 23:00:00,M02,73.4,0.39,145.66,9.11
2025-06-20 00:00:00,M02,76.4,0.75,126.0,7.6
2025-06-20 01:00:00,M02,64.64,0.77,132.5,9.73
2025-06-20 02:00:00,M02,65.28,0.83,119.63,8.88
2025-06-20 03:00:00,M02,69.38,0.78,142.32,9.0
2025-06-20 04:00:00,M02,72.8,0.86,141.48,9.87
2025-06-20 05:00:00,M02,72.97,0.55,149.35,6.27
2025-06-20 06:00:00,M02,73.34,0.44,148.93,9.64
2025-06-20 07:00:00,M02,63.27,0.92,150.38,8.33
2025-06-20 08:00:00,M02,66.24,0.52,173.9,7.25
2025-06-20 09:00:00,M02,70.56,0.84,149.74,9.58
2025-06-20 10:00:00,M02,78.03,0.34,165.04,6.02
2025-06-20 11:00:00,M02,53.74,0.56,141.94,9.49
2025-06-20 12:00:00,M02,76.08,0.68,145.78,6.41
2025-06-20 13:00:00,M02,79.33,0.81,140.94,7.28
2025-06-20 14:00:00,M02,70.7,0.88,156.78,6.5
2025-06-20 15:00:00,M02,65.44,0.86,170.81,8.28
2025-06-20 16:00:00,M02,64.66,0.43,128.28,7.49
2025-06-20 17:00:00,M02,67.27,0.96,150.6,9.65
2025-06-20 18:00:00,M02,62.44,0.83,98.99,7.43
2025-06-20 19:00:00,M02,70.07,0.99,122.56,9.65
2025-06-20 20:00:00,M02,68.85,0.73,133.04,8.32
2025-06-20 21:00:00,M02,66.04,0.27,135.28,7.03
2025-06-20 22:00:00,M02,66.79,0.29,156.47,7.1
2025-06-20 23:00:00,M02,76.69,0.92,127.49,9.39
2025-06-21 00:00:00,M02,63.64,0.25,153.83,6.64
2025-06-21 01:00:00,M02,73.36,0.73,119.07,6.86
2025-06-21 02:00:00,M02,62.98,0.48,141.38,9.95
2025-06-21 03:00:00,M02,69.63,0.24,161.51,7.56
2025-06-21 04:00:00,M02,69.76,0.88,143.44,7.94
2025-06-21 05:00:00,M02,63.45,0.28,156.91,7.48
2025-06-21 06:00:00,M02,65.49,0.47,148.12,9.15
2025-06-21 07:00:00,M02,68.0,0.74,130.36,9.71
2025-06-21 08:00:00,M02,82.4,0.59,157.91,9.22
2025-06-21 09:00:00,M02,62.07,0.67,168.25,6.28
2025-06-21 10:00:00,M02,74.86,0.35,143.4,9.86
2025-06-21 11:00:00,M02,75.49,0.54,145.5,8.29
2025-06-21 12:00:00,M02,70.84,0.93,172.81,7.84
2025-06-21 13:00:00,M02,66.82,0.23,164.98,8.42
2025-06-21 14:00:00,M02,67.77,0.43,158.9,6.75
2025-06-21 15:00:00,M02,75.74,0.81,133.39,8.1
2025-06-21 16:00:00,M02,76.71,0.47,151.54,6.5
2025-06-21 17:00:00,M02,70.34,0.42,176.15,7.15
2025-06-21 18:00:00,M02,63.05,0.49,127.33,7.85
2025-06-21 19:00:00,M02,69.51,0.46,133.05,8.62
2025-06-21 20:00:00,M02,62.01,0.61,144.24,7.46
2025-06-21 21:00:00,M02,66.98,0.69,133.15,7.49
2025-06-21 22:00:00,M02,69.73,0.28,153.62,8.03
2025-06-21 23:00:00,M02,67.57,0.88,189.08,7.18
2025-06-22 00:00:00,M02,76.57,0.32,136.88,6.0
2025-06-22 01:00:00,M02,66.98,0.72,158.03,6.43
2025-06-22 02:00:00,M02,69.86,0.67,163.76,6.27
2025-06-22 03:00:00,M02,69.95,0.46,164.97,9.28
2025-06-22 04:00:00,M02,73.91,0.37,146.86,6.68
2025-06-22 05:00:00,M02,75.06,0.22,129.67,8.84
2025-06-22 06:00:00,M02,72.3,0.46,170.17,6.66
2025-06-22 07:00:00,M02,66.81,0.56,109.5,9.69
2025-06-22 08:00:00,M02,61.87,0.2,143.98,6.51
2025-06-22 09:00:00,M02,68.17,0.43,166.79,6.89
2025-06-22 10:00:00,M02,79.25,0.26,169.56,7.75
2025-06-22 11:00:00,M02,65.5,0.78,145.19,7.69
2025-06-22 12:00:00,M02,69.21,0.63,149.86,6.83
2025-06-22 13:00:00,M02,76.66,0.99,136.44,7.42
2025-06-22 14:00:00,M02,58.53,0.42,154.91,9.27
2025-06-22 15:00:00,M02,66.49,0.75,161.75,8.24
2025-06-22 16:00:00,M02,69.02,0.66,155.49,9.42
2025-06-22 17:00:00,M02,67.34,0.9,180.84,9.15
2025-06-22 18:00:00,M02,64.59,0.65,146.99,7.8
2025-06-22 19:00:00,M02,64.04,0.23,131.06,6.78
2025-06-22 20:00:00,M02,71.24,0.61,148.53,9.43
2025-06-22 21:00:00,M02,67.84,0.96,145.85,6.36
2025-06-22 22:00:00,M02,67.25,0.4,153.96,9.56
2025-06-22 23:00:00,M02,71.01,0.72,150.45,6.85
2025-06-23 00:00:00,M02,68.59,0.72,158.14,9.79
2025-06-23 01:00:00,M02,63.48,0.28,143.88,7.0
2025-06-23 02:00:00,M02,73.46,0.89,135.77,9.66
2025-06-23 03:00:00,M02,76.42,0.65,143.67,9.93
2025-06-23 04:00:00,M02,77.75,0.76,138.3,7.69
2025-06-23 05:00:00,M02,77.42,0.77,160.26,8.78
2025-06-23 06:00:00,M02,72.97,0.51,164.35,9.65
2025-06-23 07:00:00,M02,70.02,0.36,150.67,9.3
2025-06-23 08:00:00,M02,78.32,0.63,145.06,9.66
2025-06-23 09:00:00,M02,72.11,0.81,139.41,9.99
2025-06-23 10:00:00,M02,62.38,0.46,140.91,8.45
2025-06-23 11:00:00,M02,72.52,0.39,149.46,7.48
2025-06-23 12:00:00,M02,65.46,0.53,144.6,9.39
2025-06-23 13:00:00,M02,70.27,0.74,128.06,8.68
2025-06-23 14:00:00,M02,66.47,0.57,140.98,6.63
2025-06-23 15:00:00,M02,66.86,0.36,138.08,6.39
2025-06-23 16:00:00,M02,72.19,0.81,171.85,6.33
2025-06-23 17:00:00,M02,72.89,0.72,148.67,8.4
2025-06-23 18:00:00,M02,73.43,0.61,149.34,8.17
2025-06-23 19:00:00,M02,69.85,0.52,163.4,9.26
2025-06-23 20:00:00,M02,76.51,0.75,128.07,7.86
2025-06-23 21:00:00,M02,75.52,0.87,183.19,9.35
2025-06-23 22:00:00,M02,62.17,0.91,146.31,7.95
2025-06-23 23:00:00,M02,65.72,0.23,155.88,6.48
2025-06-24 00:00:00,M02,63.46,0.87,149.2,8.58
2025-06-24 01:00:00,M02,69.24,0.53,160.6,6.49
2025-06-24 02:00:00,M02,75.19,0.96,174.39,9.12
2025-06-24 03:00:00,M02,65.47,0.46,174.61,6.35
2025-06-24 04:00:00,M02,69.33,0.42,141.3,7.97
2025-06-24 05:00:00,M02,76.35,0.75,147.7,8.97
2025-06-24 06:00:00,M02,68.38,0.83,128.7,6.82
2025-06-24 07:00:00,M02,73.87,0.5,157.29,8.52
2025-06-24 08:00:00,M02,76.29,0.79,176.44,8.9
2025-06-24 09:00:00,M02,58.94,0.69,129.29,8.76
2025-06-24 10:00:00,M02,74.25,0.63,126.16,8.97
2025-06-24 11:00:00,M02,68.0,0.69,177.88,9.15
2025-06-24 12:00:00,M02,66.58,0.24,159.63,8.15
2025-06-24 13:00:00,M02,71.58,0.71,150.75,8.12
2025-06-24 14:00:00,M02,81.54,0.73,135.97,8.74
2025-06-24 15:00:00,M02,75.2,0.8,167.15,9.34
2025-06-24 16:00:00,M02,72.86,0.9,125.73,7.7
2025-06-24 17:00:00,M02,71.28,0.43,135.31,6.5
2025-06-24 18:00:00,M02,70.24,0.4,166.83,8.67
2025-06-24 19:00:00,M02,76.35,0.21,149.35,9.12
2025-06-24 20:00:00,M02,72.55,0.68,169.67,9.78
2025-06-24 21:00:00,M02,73.78,0.49,152.19,9.94
2025-06-24 22:00:00,M02,64.75,0.67,148.69,6.15
2025-06-24 23:00:00,M02,65.26,0.38,179.81,7.92
2025-06-25 00:00:00,M02,74.52,0.9,136.86,7.91
2025-06-25 01:00:00,M02,66.9,0.85,159.98,9.86
2025-06-25 02:00:00,M02,78.5,0.29,135.26,7.79
2025-06-25 03:00:00,M02,68.29,0.42,131.53,9.21
2025-06-25 04:00:00,M02,67.56,0.53,158.9,9.43
2025-06-25 05:00:00,M02,77.85,0.79,147.53,9.62
2025-06-25 06:00:00,M02,74.83,0.3,145.77,7.25
2025-06-25 07:00:00,M02,66.93,0.77,133.42,8.02
2025-06-25 08:00:00,M02,74.09,0.66,159.63,8.31
2025-06-25 09:00:00,M02,60.63,0.57,141.65,7.6
2025-06-25 10:00:00,M02,67.27,0.75,140.66,8.34
2025-06-25 11:00:00,M02,69.09,0.69,173.35,9.6
2025-06-25 12:00:00,M02,72.53,0.58,142.29,6.49
2025-06-25 13:00:00,M02,63.5,0.96,156.65,8.89
2025-06-25 14:00:00,M02,70.28,0.92,149.21,7.79
2025-06-25 15:00:00,M02,63.83,0.26,154.72,6.68
2025-06-25 16:00:00,M02,76.58,0.74,133.08,9.99
2025-06-25 17:00:00,M02,57.36,0.74,146.26,7.71
2025-06-25 18:00:00,M02,69.3,0.58,148.68,9.2
2025-06-25 19:00:00,M02,63.81,0.73,147.14,8.16
2025-06-25 20:00:00,M02,77.64,0.4,163.6,6.46
2025-06-25 21:00:00,M02,70.09,0.24,143.61,6.67
2025-06-25 22:00:00,M02,74.67,0.62,165.54,6.89
2025-06-25 23:00:00,M02,80.21,0.3,146.32,7.94
2025-06-26 00:00:00,M02,64.82,0.41,173.05,7.25
2025-06-26 01:00:00,M02,73.7,0.7,162.13,6.13
2025-06-26 02:00:00,M02,70.72,0.35,131.12,6.78
2025-06-26 03:00:00,M02,71.89,0.52,162.71,6.4
2025-06-26 04:00:00,M02,60.8,0.8,140.28,7.03
2025-06-26 05:00:00,M02,72.98,0.72,159.62,6.22
2025-06-26 06:00:00,M02,67.87,0.95,137.12,7.51
2025-06-26 07:00:00,M02,73.7,0.5,146.29,9.8
2025-06-26 08:00:00,M02,66.51,0.32,150.09,7.01
2025-06-26 09:00:00,M02,73.93,0.77,145.72,6.7
2025-06-26 10:00:00,M02,77.17,0.34,144.95,9.97
2025-06-26 11:00:00,M02,60.45,0.66,125.51,6.7
2025-06-26 12:00:00,M02,71.77,0.85,139.32,7.3
2025-06-26 13:00:00,M02,71.12,0.61,136.28,8.27
2025-06-26 14:00:00,M02,76.61,0.63,132.29,9.14
2025-06-26 15:00:00,M02,65.74,0.54,157.52,9.85
2025-06-26 16:00:00,M02,71.33,0.3,160.36,8.76
2025-06-26 17:00:00,M02,71.92,0.38,146.27,7.79
2025-06-26 18:00:00,M02,70.69,0.93,157.87,9.41
2025-06-26 19:00:00,M02,61.61,0.94,157.58,8.87
2025-06-26 20:00:00,M02,68.99,0.39,150.81,7.6
2025-06-26 21:00:00,M02,76.39,0.57,140.11,9.05
2025-06-26 22:00:00,M02,80.95,0.63,99.72,8.28
2025-06-26 23:00:00,M02,70.64,0.57,164.95,9.73
2025-06-27 00:00:00,M02,75.49,0.49,152.82,9.54
2025-06-27 01:00:00,M02,82.53,0.26,153.78,9.5
2025-06-27 02:00:00,M02,74.37,0.57,120.26,7.79
2025-06-27 03:00:00,M02,70.79,0.41,133.79,9.92
2025-06-27 04:00:00,M02,71.88,0.45,141.26,9.98
2025-06-27 05:00:00,M02,64.84,0.43,124.9,6.14
2025-06-27 06:00:00,M02,70.36,0.85,140.98,7.59
2025-06-27 07:00:00,M02,72.7,0.51,140.98,9.97
2025-06-27 08:00:00,M02,68.39,0.41,136.51,9.47
2025-06-27 09:00:00,M02,62.76,0.9,133.23,8.35
2025-06-27 10:00:00,M02,70.58,0.77,177.6,6.07
2025-06-27 11:00:00,M02,73.2,0.99,150.62,7.56
2025-06-27 12:00:00,M02,80.06,0.78,140.13,9.08
2025-06-27 13:00:00,M02,63.05,0.28,159.04,6.85
2025-06-27 14:00:00,M02,79.02,0.57,148.38,7.24
2025-06-27 15:00:00,M02,60.81,0.85,155.03,6.07
2025-06-27 16:00:00,M02,73.85,0.28,146.2,10.0
2025-06-27 17:00:00,M02,68.51,0.45,151.39,8.26
2025-06-27 18:00:00,M02,76.31,0.75,163.19,9.89
2025-06-27 19:00:00,M02,73.4,0.58,146.08,8.68
2025-06-27 20:00:00,M02,75.38,0.26,126.68,9.41
2025-06-27 21:00:00,M02,75.58,0.62,152.58,9.96
2025-06-27 22:00:00,M02,69.27,0.86,173.0,6.21
2025-06-27 23:00:00,M02,68.77,0.27,144.91,8.93
2025-06-28 00:00:00,M02,63.29,0.76,146.86,8.87
2025-06-28 01:00:00,M02,74.81,0.39,139.78,7.29
2025-06-28 02:00:00,M02,77.02,0.45,140.4,9.95
2025-06-28 03:00:00,M02,69.79,0.33,150.1,7.02
2025-06-28 04:00:00,M02,65.08,0.96,163.36,8.9
2025-06-28 05:00:00,M02,65.67,0.33,162.21,7.4
2025-06-28 06:00:00,M02,70.56,0.88,167.09,8.63
2025-06-28 07:00:00,M02,82.8,0.47,170.06,9.16
2025-06-28 08:00:00,M02,68.73,0.56,148.81,7.14
2025-06-28 09:00:00,M02,64.6,0.84,150.79,9.95
2025-06-28 10:00:00,M02,73.38,0.67,137.92,9.82
2025-06-28 11:00:00,M02,84.75,0.26,137.54,9.96
2025-06-28 12:00:00,M02,67.66,0.85,133.54,9.85
2025-06-28 13:00:00,M02,72.79,0.78,155.46,9.76
2025-06-28 14:00:00,M02,69.49,0.35,124.92,7.33
2025-06-28 15:00:00,M02,77.37,0.48,151.49,7.25
2025-06-28 16:00:00,M02,73.64,0.94,143.37,7.34
2025-06-28 17:00:00,M02,68.65,0.6,147.57,9.96
2025-06-28 18:00:00,M02,63.57,0.97,147.56,7.23
2025-06-28 19:00:00,M02,79.54,0.67,197.51,8.63
2025-06-28 20:00:00,M02,75.94,0.79,173.67,9.58
2025-06-28 21:00:00,M02,69.5,0.55,150.28,7.91
2025-06-28 22:00:00,M02,76.23,0.85,176.56,8.77
2025-06-28 23:00:00,M02,68.76,0.38,136.49,7.81
2025-06-29 00:00:00,M02,73.81,0.54,144.85,8.41
2025-06-29 01:00:00,M02,72.72,0.51,141.29,6.78
2025-06-29 02:00:00,M02,64.6,0.75,125.74,8.35
2025-06-29 03:00:00,M02,71.84,0.56,155.37,6.98
2025-06-29 04:00:00,M02,62.64,0.55,147.79,6.85
2025-06-29 05:00:00,M02,68.18,0.36,137.31,6.37
2025-06-29 06:00:00,M02,64.31,0.62,154.88,7.33
2025-06-29 07:00:00,M02,64.31,0.82,151.25,7.17
2025-06-29 08:00:00,M02,77.22,0.33,139.8,7.4
2025-06-29 09:00:00,M02,66.71,0.48,171.4,6.58
2025-06-29 10:00:00,M02,68.24,0.39,153.31,7.05
2025-06-29 11:00:00,M02,69.87,0.33,138.34,9.37
2025-06-29 12:00:00,M02,72.99,0.29,133.31,6.45
2025-06-29 13:00:00,M02,68.46,0.73,129.09,8.88
2025-06-29 14:00:00,M02,77.21,0.94,136.36,9.89
2025-06-29 15:00:00,M02,65.84,0.74,171.66,8.64
2025-06-29 16:00:00,M02,69.03,0.57,145.83,7.62
2025-06-29 17:00:00,M02,68.03,0.55,170.28,8.02
2025-06-29 18:00:00,M02,67.57,0.72,171.44,9.99
2025-06-29 19:00:00,M02,71.77,0.56,163.74,6.19
2025-06-29 20:00:00,M02,67.69,0.26,159.24,6.52
2025-06-29 21:00:00,M02,66.05,0.76,145.13,9.73
2025-06-29 22:00:00,M02,70.62,0.75,139.98,8.22
2025-06-29 23:00:00,M02,73.39,0.47,136.06,8.71
2025-06-30 00:00:00,M02,70.09,0.72,168.29,6.37
2025-06-30 01:00:00,M02,70.4,0.43,165.02,8.6
2025-06-30 02:00:00,M02,70.58,0.27,140.2,6.83
2025-06-30 03:00:00,M02,71.47,0.33,147.59,9.06
2025-06-30 04:00:00,M02,59.38,0.54,138.73,6.67
2025-06-30 05:00:00,M02,68.3,0.26,183.25,9.98
2025-06-30 06:00:00,M02,65.78,0.9,152.21,7.79
2025-06-30 07:00:00,M02,61.43,0.38,164.74,7.36
2025-06-30 08:00:00,M02,63.37,0.22,155.47,8.85
2025-06-30 09:00:00,M02,73.24,0.91,150.23,9.69
2025-06-30 10:00:00,M02,68.28,0.68,162.74,8.35
2025-06-30 11:00:00,M02,74.8,0.36,126.16,7.98
2025-06-30 12:00:00,M02,66.46,0.66,147.88,8.02
2025-06-30 13:00:00,M02,79.74,0.57,158.41,7.23
2025-06-30 14:00:00,M02,64.14,0.25,158.96,9.6
2025-06-30 15:00:00,M02,74.06,0.43,119.46,7.63
2025-06-30 16:00:00,M02,68.05,0.4,151.37,9.43
2025-06-30 17:00:00,M02,76.36,0.92,165.13,7.2
2025-06-30 18:00:00,M02,68.57,0.89,148.03,9.45
2025-06-30 19:00:00,M02,68.61,0.64,151.46,8.92
2025-06-30 20:00:00,M02,73.47,0.92,167.56,9.87
2025-06-30 21:00:00,M02,70.2,0.87,159.8,9.3
2025-06-30 22:00:00,M02,72.64,0.65,161.59,6.88
2025-06-30 23:00:00,M02,62.73,0.28,159.28,6.76
2025-06-01 00:00:00,M03,68.25,0.87,160.96,8.32
2025-06-01 01:00:00,M03,69.53,0.96,148.52,9.01
2025-06-01 02:00:00,M03,71.98,0.64,145.55,8.78
2025-06-01 03:00:00,M03,75.59,0.81,151.53,7.21
2025-06-01 04:00:00,M03,68.6,0.83,145.91,8.98
2025-06-01 05:00:00,M03,65.32,0.55,162.66,8.8
2025-06-01 06:00:00,M03,62.48,0.56,113.94,9.49
2025-06-01 07:00:00,M03,67.66,0.7,139.09,8.16
2025-06-01 08:00:00,M03,60.2,0.34,157.91,8.87
2025-06-01 09:00:00,M03,77.2,0.38,143.26,6.0
2025-06-01 10:00:00,M03,69.76,0.22,167.88,7.16
2025-06-01 11:00:00,M03,51.36,0.9,154.95,9.48
2025-06-01 12:00:00,M03,71.21,0.47,146.06,6.34
2025-06-01 13:00:00,M03,79.01,0.57,160.24,8.94
2025-06-01 14:00:00,M03,74.05,0.59,167.57,8.77
2025-06-01 15:00:00,M03,65.28,0.42,150.49,9.43
2025-06-01 16:00:00,M03,68.61,0.85,135.05,7.78
2025-06-01 17:00:00,M03,71.81,0.91,147.5,9.38
2025-06-01 18:00:00,M03,72.59,0.34,133.49,8.88
2025-06-01 19:00:00,M03,80.64,0.3,134.55,9.61
2025-06-01 20:00:00,M03,67.67,0.25,159.82,8.21
2025-06-01 21:00:00,M03,65.52,0.77,141.57,10.0
2025-06-01 22:00:00,M03,72.29,0.94,166.31,9.35
2025-06-01 23:00:00,M03,60.28,0.27,153.24,8.03
2025-06-02 00:00:00,M03,75.6,0.46,152.48,9.77
2025-06-02 01:00:00,M03,63.28,0.58,154.76,9.55
2025-06-02 02:00:00,M03,80.15,0.39,141.89,9.05
2025-06-02 03:00:00,M03,63.44,0.25,159.18,9.46
2025-06-02 04:00:00,M03,71.6,0.45,156.29,8.53
2025-06-02 05:00:00,M03,66.62,0.75,131.36,7.44
2025-06-02 06:00:00,M03,72.04,0.63,168.0,8.21
2025-06-02 07:00:00,M03,70.16,0.32,140.71,6.86
2025-06-02 08:00:00,M03,66.67,0.94,144.39,7.54
2025-06-02 09:00:00,M03,66.96,0.55,152.34,9.68
2025-06-02 10:00:00,M03,74.54,0.57,126.3,7.08
2025-06-02 11:00:00,M03,71.77,0.72,156.34,6.38
2025-06-02 12:00:00,M03,75.71,0.68,141.74,7.6
2025-06-02 13:00:00,M03,60.96,0.5,151.75,6.98
2025-06-02 14:00:00,M03,72.89,0.31,164.51,6.05
2025-06-02 15:00:00,M03,69.18,0.83,135.83,9.0
2025-06-02 16:00:00,M03,70.88,0.98,151.42,7.37
2025-06-02 17:00:00,M03,72.04,0.31,160.42,7.46
2025-06-02 18:00:00,M03,68.23,0.88,166.1,9.05
2025-06-02 19:00:00,M03,73.71,0.93,174.97,7.5
2025-06-02 20:00:00,M03,68.11,0.24,119.32,8.88
2025-06-02 21:00:00,M03,68.03,0.64,127.52,7.62
2025-06-02 22:00:00,M03,70.37,0.36,159.14,6.38
2025-06-02 23:00:00,M03,68.58,0.93,175.89,6.49
2025-06-03 00:00:00,M03,64.56,0.89,161.84,7.21
2025-06-03 01:00:00,M03,77.77,0.34,165.32,7.47
2025-06-03 02:00:00,M03,70.93,0.41,168.94,7.08
2025-06-03 03:00:00,M03,67.52,0.86,130.13,6.97
2025-06-03 04:00:00,M03,75.13,0.74,133.19,8.61
2025-06-03 05:00:00,M03,70.26,0.94,151.35,6.86
2025-06-03 06:00:00,M03,71.55,0.52,138.79,6.05
2025-06-03 07:00:00,M03,78.81,0.64,153.58,8.93
2025-06-03 08:00:00,M03,74.48,0.47,124.26,7.42
2025-06-03 09:00:00,M03,78.48,0.21,161.67,7.04
2025-06-03 10:00:00,M03,67.92,0.55,143.11,9.71
2025-06-03 11:00:00,M03,74.85,0.95,142.94,6.24
2025-06-03 12:00:00,M03,75.68,0.34,155.93,8.47
2025-06-03 13:00:00,M03,71.31,0.74,172.49,7.45
2025-06-03 14:00:00,M03,67.82,0.86,153.26,9.17
2025-06-03 15:00:00,M03,75.36,0.77,137.34,8.34
2025-06-03 16:00:00,M03,67.75,0.78,138.31,8.86
2025-06-03 17:00:00,M03,69.63,0.2,150.3,6.17
2025-06-03 18:00:00,M03,76.02,0.43,155.98,10.0
2025-06-03 19:00:00,M03,75.24,0.38,170.58,8.92
2025-06-03 20:00:00,M03,66.4,0.88,162.03,7.66
2025-06-03 21:00:00,M03,74.57,0.85,152.32,8.43
2025-06-03 22:00:00,M03,79.78,0.72,158.06,6.41
2025-06-03 23:00:00,M03,65.89,0.79,146.43,8.94
2025-06-04 00:00:00,M03,67.3,0.87,158.73,8.23
2025-06-04 01:00:00,M03,68.22,0.48,151.61,8.09
2025-06-04 02:00:00,M03,63.96,0.93,127.43,7.62
2025-06-04 03:00:00,M03,64.07,0.49,166.66,6.07
2025-06-04 04:00:00,M03,80.23,0.99,162.4,9.96
2025-06-04 05:00:00,M03,72.4,0.42,121.96,8.68
2025-06-04 06:00:00,M03,64.53,0.2,153.84,8.61
2025-06-04 07:00:00,M03,70.4,0.41,151.65,7.24
2025-06-04 08:00:00,M03,65.33,0.44,174.88,9.72
2025-06-04 09:00:00,M03,71.23,0.96,143.26,6.28
2025-06-04 10:00:00,M03,69.16,0.28,141.82,7.97
2025-06-04 11:00:00,M03,67.21,0.91,164.91,8.2
2025-06-04 12:00:00,M03,62.73,0.56,160.77,7.9
2025-06-04 13:00:00,M03,74.34,0.92,170.23,6.41
2025-06-04 14:00:00,M03,73.1,0.27,157.76,7.39
2025-06-04 15:00:00,M03,80.73,0.91,174.35,9.35
2025-06-04 16:00:00,M03,64.58,0.64,161.38,9.65
2025-06-04 17:00:00,M03,76.53,0.68,141.2,8.89
2025-06-04 18:00:00,M03,70.07,0.77,128.25,9.53
2025-06-04 19:00:00,M03,68.35,0.23,169.97,7.71
2025-06-04 20:00:00,M03,59.75,0.52,153.91,6.99
2025-06-04 21:00:00,M03,71.86,0.61,150.93,7.37
2025-06-04 22:00:00,M03,66.97,0.8,161.43,8.02
2025-06-04 23:00:00,M03,79.58,0.44,154.06,7.02
2025-06-05 00:00:00,M03,74.24,0.81,150.96,7.69
2025-06-05 01:00:00,M03,75.58,0.23,166.3,7.33
2025-06-05 02:00:00,M03,65.18,0.36,177.05,9.8
2025-06-05 03:00:00,M03,68.61,0.85,128.05,6.35
2025-06-05 04:00:00,M03,67.04,0.85,145.65,7.02
2025-06-05 05:00:00,M03,73.57,0.88,143.78,6.12
2025-06-05 06:00:00,M03,68.52,0.53,154.7,9.91
2025-06-05 07:00:00,M03,70.13,0.93,132.52,6.69
2025-06-05 08:00:00,M03,68.46,0.75,135.38,7.41
2025-06-05 09:00:00,M03,68.62,0.86,137.96,7.18
2025-06-05 10:00:00,M03,70.68,0.62,160.98,9.1
2025-06-05 11:00:00,M03,69.31,0.49,157.13,9.64
2025-06-05 12:00:00,M03,65.5,0.91,172.45,6.73
2025-06-05 13:00:00,M03,73.4,0.68,148.69,7.87
2025-06-05 14:00:00,M03,67.86,0.88,153.95,6.16
2025-06-05 15:00:00,M03,74.18,0.62,159.15,6.26
2025-06-05 16:00:00,M03,67.38,0.47,146.89,8.22
2025-06-05 17:00:00,M03,60.37,0.87,117.83,6.07
2025-06-05 18:00:00,M03,73.96,0.55,173.46,8.87
2025-06-05 19:00:00,M03,71.5,0.62,150.29,6.46
2025-06-05 20:00:00,M03,65.86,0.47,119.77,7.75
2025-06-05 21:00:00,M03,74.07,0.9,156.97,7.42
2025-06-05 22:00:00,M03,70.02,0.78,136.78,8.78
2025-06-05 23:00:00,M03,71.06,0.36,154.86,7.25
2025-06-06 00:00:00,M03,76.39,0.34,142.77,8.68
2025-06-06 01:00:00,M03,68.58,0.8,142.56,9.1
2025-06-06 02:00:00,M03,61.03,0.58,127.3,6.57
2025-06-06 03:00:00,M03,65.49,0.67,157.59,8.9
2025-06-06 04:00:00,M03,58.97,0.29,154.54,6.22
2025-06-06 05:00:00,M03,74.81,0.21,162.26,7.65
2025-06-06 06:00:00,M03,71.69,0.84,137.87,6.96
2025-06-06 07:00:00,M03,67.52,0.59,129.08,7.17
2025-06-06 08:00:00,M03,67.65,0.39,161.26,8.38
2025-06-06 09:00:00,M03,61.2,0.85,158.04,7.27
2025-06-06 10:00:00,M03,74.92,0.98,86.12,6.58
2025-06-06 11:00:00,M03,82.14,0.27,160.33,7.52
2025-06-06 12:00:00,M03,67.64,0.41,159.21,6.82
2025-06-06 13:00:00,M03,67.04,0.9,154.71,7.15
2025-06-06 14:00:00,M03,70.51,0.66,126.71,8.98
2025-06-06 15:00:00,M03,77.52,0.48,154.42,8.62
2025-06-06 16:00:00,M03,67.79,0.85,151.4,9.73
2025-06-06 17:00:00,M03,74.93,0.98,173.44,6.4
2025-06-06 18:00:00,M03,76.89,0.66,129.32,7.88
2025-06-06 19:00:00,M03,61.68,0.42,179.56,7.07
